Gender,Age,Education status,Faculty,Major,City of residence,Birth place,Work status,Relationship,Accommodation,Income,Online purchase,Online purchase freq,Payment method,Website type,Reasons,Mostly prefered,Website design,Product information,Product comments,Product rating,Product pictures,Variety of size/colour,Quality of the product,Return Guarantees,Recommondations about that webs,Product comparison feature,Different sellers offers,High online security system,The name value of the firm,Special discount coupon,Instant discount messages/mails,Most not to prefer,Reasons not prefer,Collecting info,Decision support systems,Bad experience,Bad experience info,Returned a product,Reason for returning products,"Satisfied brand,  prefer again",Recommend satisfied brand,Why don’t you shop online?
Female ,20 - 24,Bachelor's Degree ,Dentistry ,Dentistry,Ankara,Antalya,Not working ,Single ,House - Own ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy ","Cosmetic Products , Clothing , Accessory, Furniture ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Moderately Important ,Moderately Important ,Moderately Important ,Important ,Moderately Important ,Unimportant ,"Sport , Outdoor , Building Supply","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Damaged product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Bioengineering,Istanbul,Istanbul,Not working ,Single ,Family House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Cosmetic Products , Clothing , Stationary , Food",Important ,Very Important ,Important ,Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Moderately Important ,Important ,Slightly Important ,Very Important ,Very Important ,"Electronic Products , Shoes and Bags , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Bioengineering,Istanbul,Istanbul,Intern ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Clothing , Sport ",Moderately Important ,Important ,Important ,Important ,Important ,Important ,Important ,Very Important ,Important ,Important ,Moderately Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,"Cosmetic Products , Sport , Outdoor , Baby Care","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Dentistry ,Dentistry,Istanbul,Eskisehir,Intern ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Cosmetic Products , Clothing , Shoes and Bags ",Slightly Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Important ,Important ,Important ,Important ,Important ,"Electronic Products , Outdoor , Baby Care ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,No delivery / missing product ,No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Chemical Engineering,Ankara,Antalya,Not working ,Single ,College Dorm ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,Stationary ,"I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, No delivery / missing product ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Master's Degree ,Education ,Mathematics Education,Ankara,Bal?kesir,Full-time ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Clothing , Shoes and Bags , Sport , Stationary ",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,"Electronic Products , Cosmetic Products ",I do not trust websites. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Dentistry ,Dentistry,Istanbul,Gaziantep,Not working ,Single ,Student House ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Quick and easy online checkout process","Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Important ,Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Moderately Important ,Important ,Very Important ,Moderately Important ,Slightly Important ,Moderately Important ,"Baby Care , Building Supply, Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Physics,Istanbul,Istanbul,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a month ,Payment by wire transfer / EFT ,Online marketplace websites ,Reviews from other customers ,"Clothing , Shoes and Bags , Accessory",Important ,Very Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Very Important ,Very Important ,Important ,Important ,Moderately Important ,Very Important ,Unimportant ,Moderately Important ,Moderately Important ,"Electronic Products , Cosmetic Products , Outdoor ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Product different from what I ordered , Wrong order",No,Yes,
Female ,20 - 24,Bachelor's Degree ,Dentistry ,Dentistry,Istanbul,Istanbul,Not working ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing , Shoes and Bags ",Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,"Electronic Products , Baby Care , Building Supply ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Physics,Ankara,Istanbul,Not working ,In a relationship ,College Dorm ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing , Accessory",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Important ,Slightly Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,"Shoes and Bags , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Russian Language and Literature,Istanbul,Istanbul,Part-time ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Clothing , Accessory",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Moderately Important ,Moderately Important ,Important ,Important ,Moderately Important ,Moderately Important ,"Cosmetic Products , Sport , Baby Care , Building Supply ","I want to see the product before buying. ,",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Geological Engineering,Ankara,Istanbul,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy","Electronic Products , Cosmetic Products , Clothing ",Very Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Slightly Important ,Moderately Important ,Very Important ,Moderately Important ,Unimportant ,Unimportant ,"Shoes and Bags , Sport , Outdoor ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,No,I do not have bad experience. ,Yes,Refuse to buy the product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Artificial Intelligence Engineering,Ankara,Izmir,Not working ,In a relationship ,College Dorm ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Clothing , Accessory",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Important ,Slightly Important ,Important ,Very Important ,Important ,Important ,Important ,Important ,"Cosmetic Products , Shoes and Bags , Outdoor ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,No delivery / missing product ,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Mathematics,Istanbul,Izmir,Not working ,Single ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Important ,Important ,Very Important ,Moderately Important ,Very Important ,Important ,Moderately Important ,Very Important ,Unimportant ,Moderately Important ,Very Important ,Very Important ,Moderately Important ,Clothing ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Master's Degree ,Natural Sciences and Technology ,Data Science,Germany,Ankara,Not working ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing ",Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,"Electronic Products , Shoes and Bags , Accessory ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Business Administration,Ankara,Eskisehir,Not working ,Single ,Student House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing , Shoes and Bags ",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Important ,"Electronic Products , Building Supply, Hobby ",I would like to try on before buying.,Yes,Yes,No,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Male ,Under 19 ,Bachelor's Degree ,Communication ,Digital Game Design,Istanbul,Ankara,Intern ,Single ,House - Rent ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Electronic Products , Clothing , Sport , Accessory ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Unimportant ,"Cosmetic Products , Baby Care , Building Supply ",I would like to try on before buying.,Yes,No,No,I do not have bad experience. ,No,Defective product ,Yes,No,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Labor Economics and Industrial Relations,Istanbul,Istanbul,Not working ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Payment by wire transfer / EFT ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Cosmetic Products , Clothing , Shoes and Bags ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Moderately Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Electronic Products ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Business Administration,Ankara,Bursa,Not working ,In a relationship ,Student House ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing , Sport , Hobby , Furniture",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,"Electronic Products , Shoes and Bags , Accessory ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Part-time ,In a relationship ,Family House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,,Clothing ,Important ,Important ,Important ,Moderately Important ,Very Important ,Important ,Very Important ,Important ,Moderately Important ,Important ,Slightly Important ,Important ,Slightly Important ,Slightly Important ,Unimportant ,Furniture ,I want to see the product before buying. ,Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Damaged product , Wrong order  ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Izmir,Izmir,Not working ,In a relationship ,College Dorm ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Very Important ,Very Important ,Important ,Important ,Important ,Important ,Important ,Slightly Important ,Important ,Moderately Important ,Slightly Important ,Very Important ,Moderately Important ,Important ,Unimportant ,"Sport , Outdoor , Baby Care , Building Supply ",I want to see the product before buying. ,Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
Female ,25 - 30,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Full-time ,In a relationship ,Family House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy","Electronic Products , Clothing , Sport , Accessory ",Moderately Important ,Very Important ,Very Important ,Important ,Important ,Important ,Important ,Moderately Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,"Cosmetic Products , Shoes and Bags , Baby Care ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Male ,20 - 24,Preparation School ,Architecture ,Industrial Design,Ankara,Ankara,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,Payment options ,"Clothing , Shoes and Bags , Sport , Hobby ",Slightly Important ,Moderately Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Important ,"Accessory, Furniture , Stationary ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,Late product delivery,Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Civil Engineering,Ankara,Mugla,Intern ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Next-day delivery ","Electronic Products , Sport , Stationary ",Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Clothing ,"I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Food Engineering,Ankara,Eskisehir,Part-time ,In a relationship ,College Dorm ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy","Electronic Products , Clothing , Accessory, Hobby ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Important ,Very Important ,Slightly Important ,Slightly Important ,Slightly Important ,"Cosmetic Products , Sport , Baby Care , Building Supply ",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Medicine ,Medicine,Izmir,Eskisehir,Not working ,Single ,Student House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Individual brand websites  ,"Easy returns policy , Next-day delivery ","Clothing , Shoes and Bags ",Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,"Electronic Products , Cosmetic Products , Outdoor ",I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,Yes,"Damaged product , Refuse to buy the product",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Chemistry,Ankara,Adana,Not working ,In a relationship ,College Dorm ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,Reviews from other customers ,"Cosmetic Products , Clothing , Shoes and Bags ",Unimportant ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,"Cosmetic Products , Clothing , Shoes and Bags ","I want to see the product before buying. ,",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Damaged product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Ankara,Eskisehir,Full-time ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Individual brand websites  ,Reviews from other customers ,"Clothing , Sport ",Moderately Important ,Very Important ,Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,Slightly Important ,Moderately Important ,Unimportant ,Very Important ,Important ,Moderately Important ,Unimportant ,Building Supply,I do not trust websites. ,Yes,Yes,Yes,No delivery / missing product ,Yes,Defective product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Medicine ,Medicine,Istanbul,Eskisehir,Intern ,Single ,Private Dorm,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Quick and easy online checkout process","Cosmetic Products , Clothing , Shoes and Bags ",Moderately Important ,Important ,Very Important ,Important ,Very Important ,Slightly Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Important ,Very Important ,Very Important ,Slightly Important ,Slightly Important ,"Electronic Products , Baby Care , Building Supply ",I would like to try on before buying.,Yes,Yes,Yes,Late product delivery,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Physics,Ankara,Australia,Part-time ,Single ,Student House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Electronic Products , Clothing , Shoes and Bags ",Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Important ,Slightly Important ,Important ,Important ,Moderately Important ,Moderately Important ,Slightly Important ,Clothing ,I would like to try on before buying.,Yes,No,Yes,Late product delivery,Yes,Defective product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Economics,Istanbul,Istanbul,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Easy returns policy","Electronic Products , Clothing , Sport , Accessory ",Important ,Very Important ,Moderately Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Important ,Important ,Important ,"Cosmetic Products , Shoes and Bags , Baby Care ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Sociology,Ankara,Ankara,Not working ,Single ,House - Own ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Important ,Moderately Important ,Important ,Moderately Important ,Very Important ,Very Important ,Slightly Important ,Important ,Important ,Important ,Moderately Important ,Important ,Moderately Important ,"Baby Care , Building Supply",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Damaged product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Architecture ,City and Regional Planning,Ankara,Ankara,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Easy returns policy","Electronic Products , Cosmetic Products , Clothing ",Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Electronic Products ,I want to see the product before buying. ,Yes,No,No,I do not have bad experience. ,Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Molecular Biology and Genetics,Ankara,Eskisehir,Not working ,In a relationship ,Family House ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Electronic Products , Clothing , Shoes and Bags ",Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Important ,Important ,Moderately Important ,Slightly Important ,Slightly Important ,Moderately Important ,Slightly Important ,Moderately Important ,Slightly Important ,Cosmetic Products ,I do not trust websites. ,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Ankara,Istanbul,Part-time ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Cosmetic Products , Clothing , Accessory",Slightly Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Slightly Important ,Moderately Important ,Important ,Slightly Important ,Slightly Important ,Unimportant ,"Shoes and Bags , Sport , Outdoor , ",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Medicine ,Medicine,Ankara,Eskisehir,Not working ,In a relationship ,House - Rent ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Lots of likes or good comments on social media ,"Clothing , Accessory",Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Important ,Slightly Important ,Slightly Important ,Very Important ,Very Important ,Important ,Important ,"Electronic Products , Baby Care , Building Supply ",I do not trust websites. ,Yes,No,No,I do not have bad experience. ,Yes,Wrong order  ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Metallurgical and Materials Engineering,Ankara,Adana,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a day,Credit card ,Online marketplace websites ,Coupons and discounts ,Clothing ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Important ,Moderately Important ,Moderately Important ,"Cosmetic Products , Baby Care , Building Supply ",I want to see the product before buying. ,Yes,No,No,"Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Male ,Over 30 ,Bachelor's Degree ,Arts and Sciences,Comparative Literature,Eskisehir,Edirne,Full-time ,Single ,House - Rent ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Easy returns policy ","Electronic Products , Clothing , Shoes and Bags ",Slightly Important ,Very Important ,Important ,Important ,Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Slightly Important ,Very Important ,Very Important ,Very Important ,Unimportant ,Food,"I want to see the product before buying. ,",Yes,No,No,I do not have bad experience. ,Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Biology,Eskisehir,Eskisehir,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Quick and easy online checkout process","Electronic Products , Cosmetic Products , Clothing ",Important ,Important ,Very Important ,Important ,Important ,Moderately Important ,Very Important ,Important ,Important ,Important ,Important ,Very Important ,Important ,Important ,Important ,"Baby Care , Building Supply, Furniture ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Damaged product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Electrical and Electronics Engineering,Ankara,Eskisehir,Not working ,Single ,Student House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Reviews from other customers ","Clothing , Shoes and Bags , Accessory, Furniture",Slightly Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Very Important ,Important ,Important ,Slightly Important ,Moderately Important ,Very Important ,Important ,Slightly Important ,Unimportant ,Cosmetic Products ,"I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Engineering ,Chemical Engineering,Istanbul,Eskisehir,Not working ,Single ,College Dorm ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Lots of likes or good comments on social media ,Clothing ,Slightly Important ,Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Important ,Moderately Important ,Moderately Important ,Moderately Important ,Moderately Important ,Important ,Important ,Electronic Products ,I want to see the product before buying. ,Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Computer Science,Netherlands,Ankara,Full-time ,In a relationship ,House - Rent ,More than 5500 TL ,Yes,Once a month ,"IDEAL, banka kart?",Online marketplace websites ,"Free delivery, Reviews from other customers ","Electronic Products , Clothing , Shoes and Bags ",Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Very Important ,Important ,Important ,Moderately Important ,Moderately Important ,Very Important ,Moderately Important ,Slightly Important ,Slightly Important ,"Cosmetic Products , Baby Care , Accessory, Building Supply ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
